Station,Sediment sample,Latitude Degrees,Latitude Minutes,Latitude Seconds,North/South,Longitude Degrees,Longitude Minutes,Longitude Seconds,East/West,Decimal Longitude,Decimal Latitude,Location,FAOarea,Water body,Sea Area,Place,Date,Gear,Depth (fathoms),Bottom water temperature (C),Bottom temp (F),Bottom water depth D (fathoms),Specific Gravity at bottom,Surface temp (C),Surface temp (F),Specific Gravity at surface,Temp (F) at 10 Fathoms,Temp (F) at 20 Fathoms,Temp (F) at 25 Fathoms,Temp (F) at 30 Fathoms,Temp (F) at 40 Fathoms,Temp (F) at 50 Fathoms,Temp (F) at 60 Fathoms,Temp (F) at 70 Fathoms,Temp (F) at 75 Fathoms,Temp (F) at 80 Fathoms,Temp (F) at 90 Fathoms,Temp (F) at 100 Fathoms,Temp (F) at 110 Fathoms,Temp (F) at 120 Fathoms,Temp (F) at 125 Fathoms,Temp (F) at 130 Fathoms,Temp (F) at 140 Fathoms,Temp (F) at 150 Fathoms,Temp (F) at 160 Fathoms,Temp (F) at 170 Fathoms,Temp (F) at 175 Fathoms,Temp (F) at 180 Fathoms,Temp (F) at 190 Fathoms,Temp (F) at 200 Fathoms,Temp (F) at 225 Fathoms,Temp (F) at 250 Fathoms,Temp (F) at 275 Fathoms,Temp (F) at 300 Fathoms,Temp (F) at 400 Fathoms,Temp (F) at 500 Fathoms,Temp (F) at 600 Fathoms,Temp (F) at 700 Fathoms,Temp (F) at 800 Fathoms,Temp (F) at 900 Fathoms,Temp (F) at 1000 Fathoms,Temp (F) at 1100 Fathoms,Temp (F) at 1200 Fathoms,Temp (F) at 1300 Fathoms,Temp (F) at 1330 Fathoms,Temp (F) at 1400 Fathoms,Temp (F) at 1450 Fathoms,Temp (F) at 1500 Fathoms,Temp (F) at 1530 Fathoms,Temp (F) at 1580 Fathoms,Temp (F) at 1600 Fathoms,Temp (F) at 1650 Fathoms,Temp (F) at 1700 Fathoms,Temp (F) at 1725 Fathoms,Temp (F) at 1730 Fathoms,Temp (F) at 1775 Fathoms,Temp (F) at 1780 Fathoms,Temp (F) at 1800 Fathoms,Temp (F) at 1825 Fathoms,Temp (F) at 1850 Fathoms,Temp (F) at 1900 Fathoms,Temp (F) at 1915 Fathoms,Temp (F) at 1980 Fathoms,Temp (F) at 2000 Fathoms,Temp (F) at 2025 Fathoms,Temp (F) at 2100 Fathoms,Temp (F) at 2125 Fathoms,Temp (F) at 2180 Fathoms,Temp (F) at 2200 Fathoms,Temp (F) at 2225 Fathoms,Temp (F) at 2270 Fathoms,Temp (F) at 2300 Fathoms,Temp (F) at 2325 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2425 Fathoms,Temp (F) at 2440 Fathoms,Temp (F) at 2500 Fathoms,Temp (F) at 2525 Fathoms,Temp (F) at 2600 Fathoms,Temp (F) at 2625 Fathoms,Temp (F) at 2650 Fathoms,Temp (F) at 2675 Fathoms,Temp (F) at 2700 Fathoms,Temp (F) at 2775 Fathoms,Temp (F) at 2800 Fathoms,Temp (F) at 2900 Fathoms
53,Blue mud,36,30,0,N,63,40,0,W,-63.666666666666664,36.5,North Western Atlantic Basin,21,Northwest Atlantic Ocean,,Canada,26/05/1873,,2650.0,2.388888888888887,36.3,2650.0,1.02907,22.77777777777778,73.0,1.0252,,,69.5,,,66.2,,,64.0,,,64.0,,,,,,64.0,,,,,,63.6,,,,60.2,54.2,45.2,41.2,39.8,39.2,,,,,,,,,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Blue mud,34,51,0,N,63,59,0,W,-63.983333333333334,34.85,North of Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,27/05/1873,Trawl,2650.0,,,,,21.38888888888889,70.5,1.02537,69.8,68.2,,66.2,65.8,65.2,,,,,,65.0,,,,,,,,,,,,63.9,,,,61.8,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Globigerina ooze,33,20,0,N,64,37,0,W,-64.61666666666666,33.333333333333336,North of Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,28/05/1873,,2500.0,,,,,21.38888888888889,70.5,1.02562,,,,,,,,,,,,64.0,,,,,,,,,,,,62.8,,,,61.5,55.5,47.0,41.4,39.3,38.8,38.6,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55A,Globigerina ooze,32,46,0,N,64,39,0,W,-64.65,32.766666666666666,North of Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,28/05/1873,,1775.0,2.333333333333335,36.2,,,21.38888888888889,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55B,Coral mud,32,7,35,N,64,53,45,W,-64.89583333333334,32.12638888888889,Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,29/05/1873,Dredge,1325.0,,,,,22.22222222222222,72.0,,,,,,,,,,,,,65.2,,,,,,,,,,,,63.6,,,,60.8,54.0,46.8,41.8,40.0,39.2,38.7,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Coral mud,32,8,45,N,64,59,35,W,-64.99305555555556,32.145833333333336,Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,29/05/1873,Dredge,1075.0,3.444444444444446,38.2,,,22.5,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56A,,32,10,45,N,64,58,20,W,-64.97222222222223,32.17916666666667,Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,29/05/1873,Dredge,506.0,,,,,22.5,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,32,11,7,N,65,3,20,W,-65.05555555555556,32.18527777777778,Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,30/05/1873,,690.0,,,,,22.5,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57A,Coral mud,32,9,30,N,65,7,35,W,-65.12638888888888,32.15833333333333,Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,30/05/1873,Dredge,1250.0,,,,,22.77777777777778,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57B,,32,9,45,N,65,10,50,W,-65.18055555555556,32.1625,Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,30/05/1873,Trawl,1575.0,,,,,22.77777777777778,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Coral mud,32,37,0,N,64,21,0,W,-64.35,32.61666666666667,North of Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,13/06/1873,,1500.0,2.8888888888888906,37.2,,,23.055555555555554,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Globigerina ooze,32,54,0,N,63,22,0,W,-63.36666666666667,32.9,Off North-east of Bermuda Island,31,Western Central Atlantic Ocean,,British Overseas Territory,14/06/1873,,2360.0,2.388888888888887,36.3,2360.0,1.02857,23.333333333333332,74.0,1.02513,,,,,,,,,,,,65.2,,,,,,,,,,,,63.5,,,,62.6,54.2,46.2,41.8,39.8,39.2,38.5,38.3,38.1,37.9,37.7,,37.5,,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Globigerina ooze,34,28,0,N,58,56,0,W,-58.93333333333333,34.46666666666667,North Western Atlantic Basin,31,Western Central Atlantic Ocean,,,16/06/1873,Trawl,2575.0,2.333333333333335,36.2,2575.0,1.02912,21.944444444444443,71.5,1.02546,,,,,,,,,,,,64.2,,,,,,,,,,,,62.8,,,,59.5,52.5,44.5,41.5,40.0,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Red clay,34,54,0,N,56,38,0,W,-56.63333333333333,34.9,North Western Atlantic Basin,31,Western Central Atlantic Ocean,,,17/06/1873,Trawl,2850.0,2.333333333333335,36.2,,,21.666666666666668,71.0,1.02551,,,67.2,,,66.0,,,65.0,,,64.0,,,,,,,,,,,,63.0,,,,60.2,53.5,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Red clay,35,7,0,N,52,32,0,W,-52.53333333333333,35.11666666666667,North Western Atlantic Basin,21,Northwest Atlantic Ocean,,,18/06/1873,,2875.0,2.4444444444444438,36.4,2875.0,1.02916,21.11111111111111,70.0,1.02577,,,,,,,,,,,,63.4,,,,,,,,,,,,62.5,,,,58.2,51.5,45.2,41.4,40.0,39.2,38.9,38.6,38.3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Globigerina ooze,35,29,0,N,50,53,0,W,-50.88333333333333,35.483333333333334,North Western Atlantic Basin,21,Northwest Atlantic Ocean,,,19/06/1873,Trawl,2750.0,,,2750.0,,21.666666666666668,71.0,1.02563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Globigerina ooze,35,35,0,N,50,27,0,W,-50.45,35.583333333333336,North Western Atlantic Basin,21,Northwest Atlantic Ocean,,,20/06/1873,Dredge,,,,,,23.88888888888889,75.0,,,,,,,,,,,,,63.2,,,,,,,,,,,,62.5,,,,58.8,52.5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Red clay,36,33,0,N,47,58,0,W,-47.96666666666667,36.55,North Western Atlantic Basin,21,Northwest Atlantic Ocean,,,21/06/1873,,2700.0,2.333333333333335,36.2,2700.0,1.028,22.5,72.5,,,,,,,,,,,,,64.0,,,,,,,,,,,,63.5,,,,61.2,57.2,52.0,45.2,42.0,41.0,40.0,39.3,38.7,38.4,38.1,,37.8,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Globigerina ooze,37,24,0,N,44,14,0,W,-44.233333333333334,37.4,Mid Atlantic Ridge,21,Northwest Atlantic Ocean,,,22/06/1873,,2750.0,2.5,36.5,2750.0,1.02821,21.11111111111111,70.0,1.02571,,,,,,,,,,,,63.0,,,,,,,,,,,,61.5,,,,60.1,55.8,50.5,45.0,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Globigerina ooze,37,54,0,N,41,44,0,W,-41.733333333333334,37.9,Mid Atlantic Ridge,21,Northwest Atlantic Ocean,,,23/06/1873,,2700.0,2.388888888888887,36.3,2700.0,1.02815,21.11111111111111,70.0,,,,,,,,,,,,,63.6,,,,,,,,,,,,60.8,,,,60.1,55.0,47.0,42.5,40.0,38.9,38.5,38.3,38.1,37.9,37.7,,37.5,,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Globigerina ooze,38,3,0,N,39,19,0,W,-39.31666666666667,38.05,Mid Atlantic Ridge,27,Northeast Atlantic Ocean,,,24/06/1873,Trawl,2175.0,2.333333333333335,36.2,2175.0,1.02814,21.11111111111111,70.0,1.02548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Globigerina ooze,38,23,0,N,37,21,0,W,-37.35,38.38333333333333,Mid Atlantic Ridge,27,Northeast Atlantic Ocean,,,25/06/1873,Trawl,2200.0,2.333333333333335,36.2,,,21.666666666666668,71.0,1.02555,,,,,,,,,,,,61.5,,,,,,,,,,,,59.5,,,,56.5,52.0,47.3,43.4,41.4,40.2,39.7,39.1,38.7,38.4,38.1,,37.8,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Globigerina ooze,38,25,0,N,35,50,0,W,-35.833333333333336,38.416666666666664,Mid Atlantic Ridge,27,Northeast Atlantic Ocean,,,26/06/1873,Trawl,1675.0,,,,,21.11111111111111,70.0,1.02568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Globigerina ooze,38,18,0,N,34,48,0,W,-34.8,38.3,Mid Atlantic Ridge,27,Northeast Atlantic Ocean,,,27/06/1873,Trawl,1675.0,2.666666666666665,36.8,1675.0,1.02872,21.666666666666668,71.0,1.02537,,,64.2,,,61.0,,,59.9,,,58.8,,,,,,,,,,,,55.2,,,,50.8,46.0,42.8,41.2,39.9,39.0,38.4,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Pteropod ooze,38,34,0,N,32,47,0,W,-32.78333333333333,38.56666666666667,Mid Atlantic Ridge,27,Northeast Atlantic Ocean,,,28/06/1873,,1240.0,3.2222222222222205,37.8,,,21.666666666666668,71.0,1.02561,,,64.2,,,63.4,,,62.6,,,61.8,,,,,,,,,,,,57.7,,,,52.5,48.0,45.2,43.2,41.3,40.0,39.2,38.5,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Pteropod ooze,38,30,0,N,31,14,0,W,-31.233333333333334,38.5,"South of Flores Island, Azores Islands",27,Northeast Atlantic Ocean,,Portugal,30/06/1873,Dredge,1000.0,4.11111111111111,39.4,1000.0,1.02883,20.555555555555554,69.0,,,,,,,,,,,,,59.8,,,,,,,,,,,,57.0,,,,54.0,49.0,45.5,43.4,42.0,41.0,40.0,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Pteropod ooze,38,22,0,N,29,37,0,W,-29.616666666666667,38.36666666666667,Azores Islands,27,Northeast Atlantic Ocean,,Portugal,01/07/1873,,1350.0,,,,,20.999999999999996,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Volcanic mud,38,38,0,N,28,28,30,W,-28.475,38.63333333333333,Azores Islands,27,Northeast Atlantic Ocean,,Portugal,02/07/1873,Dredge,450.0,,,,,21.11111111111111,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Pteropod ooze,38,11,0,N,27,9,0,W,-27.15,38.18333333333333,Azores Islands,27,Northeast Atlantic Ocean,,Portugal,03/07/1873,Dredge,900.0,4.444444444444445,40.0,900.0,1.02876,21.11111111111111,70.0,1.02559,,,,,,,,,,,,56.5,,,,,,,,,,,,53.6,,,,51.6,49.5,47.3,45.2,43.1,41.2,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Hard ground,37,52,0,N,26,26,0,W,-26.433333333333334,37.86666666666667,Azores Islands,27,Northeast Atlantic Ocean,,Portugal,04/07/1873,,750.0,,,750.0,,20.666666666666668,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Volcanic mud,37,26,0,N,25,13,0,W,-25.216666666666665,37.43333333333333,Azores Islands,27,Northeast Atlantic Ocean,,Portugal,10/07/1873,Dredge,1000.0,,,,,21.666666666666668,71.0,,,,,,,,,,,,,57.6,,,,,,56.0,,,,,,54.5,,,,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Globigerina ooze,36,21,0,N,23,31,0,W,-23.516666666666666,36.35,SE of Azores Islands,27,Northeast Atlantic Ocean,,Portugal,11/07/1873,Dredge,2025.0,2.1666666666666656,35.9,,,21.944444444444443,71.5,,,,,,,,,,,,,56.4,,,,,,,,,,,,53.5,,,,51.6,49.8,47.9,46.0,44.0,42.3,40.8,39.6,38.7,38.0,37.7,,37.4,,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Globigerina ooze,35,3,0,N,21,25,0,W,-21.416666666666668,35.05,Between Azores Islands and Madeira Island,34,Eastern Central Atlantic Ocean,,Portugal,12/07/1873,,2660.0,2.5555555555555562,36.6,2660.0,1.02801,21.666666666666668,71.0,1.02549,,,63.2,,,59.7,,,57.8,,,56.4,,,,,,,,,,,,53.6,,,,52.0,50.9,49.5,47.9,45.5,43.1,40.5,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Globigerina ooze,34,11,0,N,19,52,0,W,-19.866666666666667,34.18333333333333,Between Azores Islands and Madeira Island,34,Eastern Central Atlantic Ocean,,Portugal,13/07/1873,,2675.0,2.7777777777777777,37.0,,,21.666666666666668,71.0,1.02556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Globigerina ooze,33,46,0,N,19,17,0,W,-19.283333333333335,33.766666666666666,Off north-west of Madeira Island,34,Eastern Central Atlantic Ocean,,Portugal,14/07/1873,,2400.0,2.5555555555555562,36.6,2400.0,1.02901,21.5,70.7,1.02565,,,65.5,,,61.8,,,59.3,,,57.8,,,,,,,,,,,,53.8,,,,52.0,51.0,49.6,48.2,46.2,43.6,41.2,39.7,39.0,38.6,38.2,,37.8,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Globigerina ooze,33,13,0,N,18,13,0,W,-18.216666666666665,33.21666666666667,Off north-west of Madeira Island,34,Eastern Central Atlantic Ocean,,Portugal,15/07/1873,Dredge,1650.0,2.7777777777777777,37.0,1650.0,1.02824,21.666666666666668,71.0,1.02585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,30,38,0,N,18,5,0,W,-18.083333333333332,30.633333333333333,Between Madeira Island and Canary Islands,34,Eastern Central Atlantic Ocean,,,18/07/1873,,,,,,,21.666666666666668,71.0,1.02574,,,68.0,,,64.6,,,62.5,,,61.0,,,,,,,,,,,,56.3,,,,53.0,50.5,48.3,46.2,44.4,42.6,41.2,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Volcanic mud,28,42,0,N,18,6,0,W,-18.1,28.7,"La Palma Island, Canary Islands",34,Eastern Central Atlantic Ocean,,Spanish territory,19/07/1873,Dredge,1125.0,,,,,20.666666666666668,69.2,1.02608,,,63.0,,,61.2,,,59.8,,,58.5,,,,,,,,,,,,54.8,,,,51.5,48.5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Globigerina ooze,25,46,0,N,20,34,0,W,-20.566666666666666,25.766666666666666,Off Spanish Sahara,34,Eastern Central Atlantic Ocean,,,21/07/1873,,2300.0,2.5555555555555562,36.6,2300.0,1.02832,21.666666666666668,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,25,49,0,N,20,12,0,W,-20.2,25.816666666666666,Off Spanish Sahara,34,Eastern Central Atlantic Ocean,,,21/07/1873,Dredge,1675.0,,,,,22.22222222222222,72.0,1.02582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Globigerina ooze,23,58,0,N,21,18,0,W,-21.3,23.966666666666665,Off Spanish Sahara,34,Eastern Central Atlantic Ocean,,,22/07/1873,,2300.0,2.4444444444444438,36.4,2300.0,1.02819,22.22222222222222,72.0,1.02592,,,,,,,,,,,,61.0,,,,,,,,,,,,55.4,,,,50.4,46.8,43.2,42.0,41.0,40.1,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Globigerina ooze,22,18,0,N,22,2,0,W,-22.033333333333335,22.3,Off Spanish Sahara,34,Eastern Central Atlantic Ocean,,,23/07/1873,Trawl,2400.0,2.5555555555555562,36.6,,,23.055555555555554,73.5,1.02532,,,,,,,,,,,,64.0,,,,,,,,,,,,56.0,,,,50.5,47.0,44.5,43.0,42.0,41.0,40.0,39.0,38.0,37.4,37.0,,36.8,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Globigerina ooze,20,58,0,N,22,57,0,W,-22.95,20.966666666666665,Off Mauritania,34,Eastern Central Atlantic Ocean,,Mauritania,24/07/1873,,2400.0,2.5,36.5,2400.0,1.02851,23.333333333333332,74.0,1.0249,,,,,,,,,,,,62.2,,,,,,,,,,,,56.0,,,,50.7,46.7,44.0,42.2,40.8,39.8,39.1,38.6,38.2,37.8,37.4,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Globigerina ooze,19,4,0,N,24,6,0,W,-24.1,19.066666666666666,N of Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,25/07/1873,,2075.0,2.5,36.5,2075.0,1.02902,23.333333333333332,74.0,,,,,,,,,,,,,60.0,,,,,,,,,,,,54.0,,,,49.5,46.2,43.5,41.9,40.7,39.8,39.1,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Globigerina ooze,17,54,0,N,24,41,0,W,-24.683333333333334,17.9,N of Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,26/07/1873,Dredge,1975.0,,,,,23.722222222222225,74.7,1.02493,,,,,,68.0,,,,,,62.0,,,,,,,,,,,,52.0,,,,47.2,44.2,42.4,41.4,40.5,39.9,39.3,38.8,38.3,38.0,37.8,,37.6,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Volcanic mud,17,12,45,N,24,55,45,W,-24.929166666666667,17.2125,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,27/07/1873,,1070.0,,,,,23.88888888888889,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93A,Volcanic mud,17,3,30,N,24,53,0,W,-24.883333333333333,17.058333333333334,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,27/07/1873,,1000.0,,,,,23.88888888888889,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93B,Volcanic mud,16,59,15,N,24,57,45,W,-24.9625,16.9875,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,27/07/1873,,465.0,6.388888888888888,43.5,,,23.88888888888889,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93C,Coralline sand,16,57,15,N,25,1,0,W,-25.016666666666666,16.954166666666666,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,27/07/1873,,52.0,,,,,24.444444444444443,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93D,Coralline mud,16,55,45,N,23,3,45,W,-23.0625,16.929166666666667,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,05/08/1873,,103.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93E,Coralline mud,16,52,15,N,25,6,45,W,-25.1125,16.870833333333334,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,05/08/1873,,85.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93F,Volcanic mud,16,50,0,N,25,8,0,W,-25.133333333333333,16.833333333333332,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,05/08/1873,,260.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93G,Volcanic mud,16,46,0,N,25,10,0,W,-25.166666666666668,16.766666666666666,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,05/08/1873,,675.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Volcanic mud,16,42,0,N,25,12,0,W,-25.2,16.7,Cape Verde Islands,34,Eastern Central Atlantic Ocean,,Cape Verde,05/08/1873,,1150.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Globigerina ooze,13,36,0,N,22,49,0,W,-22.816666666666666,13.6,Cape Verde Basin,34,Eastern Central Atlantic Ocean,,Cape Verde,10/08/1873,,2300.0,2.5,36.5,2300.0,1.02805,26.11111111111111,79.0,,76.0,65.2,,,,,,,,,,52.5,,,,,,,,,,,,49.5,,,,46.4,43.3,41.1,40.5,40.0,39.7,39.3,38.9,38.5,38.5,37.8,,37.6,,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,12,15,0,N,22,28,0,W,-22.466666666666665,12.25,Cape Verde Basin,34,Eastern Central Atlantic Ocean,,Cape Verde,11/08/1873,,,,,,,25.944444444444446,78.7,,70.5,62.8,60.2,,,54.2,,,53.0,,,52.2,,,51.4,,,,,,,,,49.1,,47.5,,45.9,42.9,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Globigerina ooze,10,25,0,N,20,30,0,W,-20.5,10.416666666666666,Cape Verde Basin,34,Eastern Central Atlantic Ocean,,Cape Verde,13/08/1873,,2575.0,2.5555555555555562,36.6,2575.0,1.02804,25.555555555555554,78.0,1.02346,,,69.0,,,59.4,,,55.0,,,53.2,,,,,,,,,,,,48.7,,,,45.0,42.2,40.5,40.2,40.0,39.2,38.4,38.0,37.6,37.2,36.8,,36.7,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Globigerina ooze,9,21,0,N,18,28,0,W,-18.466666666666665,9.35,Off Guinea,34,Eastern Central Atlantic Ocean,,Guinea,14/08/1873,Dredge,1750.0,2.6111111111111125,36.7,1750.0,1.02805,25.666666666666668,78.2,1.02339,,,66.5,,,59.3,,,55.5,,,54.2,,,53.1,,,52.0,,,,,,49.7,,,,45.2,42.0,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
